sample-id,forward-absolute-filepath,reverse-absolute-filepath
1050,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1050_M_2017_P13_N400_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1050_M_2017_P13_N400_20180425_CABBI.R2.fastq.gz
1051,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1051_M_2017_P13_N400_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1051_M_2017_P13_N400_20180425_CABBI.R2.fastq.gz
1052,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1052_M_2017_P14_N0_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1052_M_2017_P14_N0_20180425_CABBI.R2.fastq.gz
1053,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1053_M_2017_P14_N0_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1053_M_2017_P14_N0_20180425_CABBI.R2.fastq.gz
1054,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1054_M_2017_P14_N0_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1054_M_2017_P14_N0_20180425_CABBI.R2.fastq.gz
1055,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1055_M_2016_P17_N400_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1055_M_2016_P17_N400_20180425_CABBI.R2.fastq.gz
1056,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1056_M_2016_P17_N400_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1056_M_2016_P17_N400_20180425_CABBI.R2.fastq.gz
1057,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1057_M_2016_P17_N400_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1057_M_2016_P17_N400_20180425_CABBI.R2.fastq.gz
1058,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1058_M_2016_P18_N200_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1058_M_2016_P18_N200_20180425_CABBI.R2.fastq.gz
1059,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1059_M_2016_P18_N200_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1059_M_2016_P18_N200_20180425_CABBI.R2.fastq.gz
1060,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1060_M_2016_P18_N200_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1060_M_2016_P18_N200_20180425_CABBI.R2.fastq.gz
1061,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1061_M_2016_P19_N0_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1061_M_2016_P19_N0_20180425_CABBI.R2.fastq.gz
1062,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1062_M_2016_P19_N0_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1062_M_2016_P19_N0_20180425_CABBI.R2.fastq.gz
1063,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1063_M_2016_P19_N0_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1063_M_2016_P19_N0_20180425_CABBI.R2.fastq.gz
1064,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1064_M_2017_P22_N400_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1064_M_2017_P22_N400_20180425_CABBI.R2.fastq.gz
1065,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1065_M_2017_P22_N400_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1065_M_2017_P22_N400_20180425_CABBI.R2.fastq.gz
1066,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1066_M_2017_P22_N400_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1066_M_2017_P22_N400_20180425_CABBI.R2.fastq.gz
1067,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1067_M_2017_P24_N0_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1067_M_2017_P24_N0_20180425_CABBI.R2.fastq.gz
1068,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1068_M_2017_P24_N0_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1068_M_2017_P24_N0_20180425_CABBI.R2.fastq.gz
1069,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1069_M_2017_P24_N0_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1069_M_2017_P24_N0_20180425_CABBI.R2.fastq.gz
1070,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1070_M_2017_P25_N200_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1070_M_2017_P25_N200_20180425_CABBI.R2.fastq.gz
1071,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1071_M_2017_P25_N200_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1071_M_2017_P25_N200_20180425_CABBI.R2.fastq.gz
1072,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1072_M_2017_P25_N200_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1072_M_2017_P25_N200_20180425_CABBI.R2.fastq.gz
1073,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1073_M_2015_P27_N400_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1073_M_2015_P27_N400_20180425_CABBI.R2.fastq.gz
1074,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1074_M_2015_P27_N400_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1074_M_2015_P27_N400_20180425_CABBI.R2.fastq.gz
1075,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1075_M_2015_P27_N400_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1075_M_2015_P27_N400_20180425_CABBI.R2.fastq.gz
1076,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1076_M_2015_P28_N0_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1076_M_2015_P28_N0_20180425_CABBI.R2.fastq.gz
1077,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1077_M_2015_P28_N0_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1077_M_2015_P28_N0_20180425_CABBI.R2.fastq.gz
1078,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1078_M_2015_P28_N0_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1078_M_2015_P28_N0_20180425_CABBI.R2.fastq.gz
1079,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1079_M_2015_P30_N200_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1079_M_2015_P30_N200_20180425_CABBI.R2.fastq.gz
1080,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1080_M_2015_P30_N200_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1080_M_2015_P30_N200_20180425_CABBI.R2.fastq.gz
1081,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1081_M_2015_P30_N200_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1081_M_2015_P30_N200_20180425_CABBI.R2.fastq.gz
1082,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1082_M_2017_P33_N200_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1082_M_2017_P33_N200_20180425_CABBI.R2.fastq.gz
1083,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1083_M_2017_P33_N200_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1083_M_2017_P33_N200_20180425_CABBI.R2.fastq.gz
1084,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1084_M_2017_P33_N200_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1084_M_2017_P33_N200_20180425_CABBI.R2.fastq.gz
1085,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1085_M_2017_P34_N400_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1085_M_2017_P34_N400_20180425_CABBI.R2.fastq.gz
1086,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1086_M_2017_P34_N400_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1086_M_2017_P34_N400_20180425_CABBI.R2.fastq.gz
1087,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1087_M_2017_P34_N400_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1087_M_2017_P34_N400_20180425_CABBI.R2.fastq.gz
1088,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1088_M_2017_P35_N0_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1088_M_2017_P35_N0_20180425_CABBI.R2.fastq.gz
1089,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1089_M_2017_P35_N0_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1089_M_2017_P35_N0_20180425_CABBI.R2.fastq.gz
1090,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1090_M_2017_P35_N0_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1090_M_2017_P35_N0_20180425_CABBI.R2.fastq.gz
1091,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1091_M_2016_P37_N400_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1091_M_2016_P37_N400_20180425_CABBI.R2.fastq.gz
1092,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1092_M_2016_P37_N400_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1092_M_2016_P37_N400_20180425_CABBI.R2.fastq.gz
1093,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1093_M_2016_P37_N400_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1093_M_2016_P37_N400_20180425_CABBI.R2.fastq.gz
1094,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1094_M_2016_P39_N0_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1094_M_2016_P39_N0_20180425_CABBI.R2.fastq.gz
1095,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1095_M_2016_P39_N0_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1095_M_2016_P39_N0_20180425_CABBI.R2.fastq.gz
1096,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1096_M_2016_P39_N0_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1096_M_2016_P39_N0_20180425_CABBI.R2.fastq.gz
1097,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1097_M_2016_P40_N200_20180425_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/1097_M_2016_P40_N200_20180425_CABBI.R2.fastq.gz
